# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
0.163906       	U              	(-4.34512425e-01 -1.10498789e-01 -4.33736719e-01)	(1.10000000e-01 2.90000000e-01 5.10000000e-01)	0	(8.75775992e-02 3.18798698e-01 4.28629548e-01)	(3.00000000e-02 4.30000000e-01 5.30000000e-01)	0
0.163906       	alpha.water    	-8.41266694e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000148e+00	(3.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.169063       	p              	-7.68045023e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.96048323e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.169063       	p_rgh          	-1.44163447e+00	(1.50000000e-01 3.90000000e-01 4.90000000e-01)	0	6.85928460e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.169063       	U              	(-1.81170575e-01 -1.36535799e-01 -6.48853513e-01)	(1.50000000e-01 2.90000000e-01 4.90000000e-01)	0	(7.23582500e-02 4.55457260e-01 3.29008345e-01)	(3.00000000e-02 4.50000000e-01 5.50000000e-01)	0
0.169063       	alpha.water    	-9.29018466e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000110e+00	(5.00000000e-02 5.10000000e-01 5.90000000e-01)	0
0.174219       	p              	-7.66956354e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	1.96054586e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.174219       	p_rgh          	-1.22729476e+00	(1.90000000e-01 5.90000000e-01 7.10000000e-01)	3	6.85927533e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.174219       	U              	(-4.15994471e-01 -1.87532531e-01 -5.28538603e-01)	(1.30000000e-01 2.70000000e-01 5.10000000e-01)	0	(6.42777954e-02 4.61029844e-01 3.21374512e-01)	(3.00000000e-02 4.50000000e-01 5.50000000e-01)	0
0.174219       	alpha.water    	-8.48150250e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000163e+00	(5.00000000e-02 5.10000000e-01 6.30000000e-01)	0
0.179375       	p              	-7.66169517e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	1.96060855e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.179375       	p_rgh          	-1.16658358e+00	(2.10000000e-01 5.90000000e-01 5.30000000e-01)	3	6.85925834e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.179375       	U              	(-4.78009659e-01 -1.50776903e-01 -5.32458452e-01)	(1.30000000e-01 2.70000000e-01 5.10000000e-01)	0	(4.30424216e-02 3.30432369e-01 3.17974615e-01)	(3.00000000e-02 4.50000000e-01 4.90000000e-01)	0
0.179375       	alpha.water    	-9.12110020e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000099e+00	(7.00000000e-02 5.10000000e-01 5.90000000e-01)	0
0.184531       	p              	-7.66217826e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	1.96062240e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.184531       	p_rgh          	-1.16471068e+00	(2.10000000e-01 5.70000000e-01 4.90000000e-01)	3	6.85924620e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.184531       	U              	(-3.90517740e-01 -2.49422281e-01 -6.45470901e-01)	(1.50000000e-01 2.50000000e-01 5.10000000e-01)	0	(3.79272251e-02 3.36351582e-01 3.14938673e-01)	(3.00000000e-02 4.50000000e-01 4.90000000e-01)	0
0.184531       	alpha.water    	-1.15927760e-05	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000094e+00	(1.00000000e-02 5.10000000e-01 6.30000000e-01)	0
0.189688       	p              	-7.66169764e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.96067237e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.189688       	p_rgh          	-1.25425846e+00	(1.70000000e-01 3.30000000e-01 7.10000000e-01)	0	6.85923513e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.189688       	U              	(-2.08178976e-01 -9.28956509e-02 -7.90966897e-01)	(1.70000000e-01 2.50000000e-01 4.90000000e-01)	0	(3.28017334e-02 3.41408132e-01 3.12208642e-01)	(3.00000000e-02 4.50000000e-01 4.90000000e-01)	0
0.189688       	alpha.water    	-9.34591599e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000132e+00	(5.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.194844       	p              	-7.66061372e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.96082874e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.194844       	p_rgh          	-1.64402532e+00	(1.70000000e-01 3.30000000e-01 4.90000000e-01)	0	6.85921940e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.194844       	U              	(-5.53902310e-01 -9.05896288e-02 -7.20995889e-01)	(1.50000000e-01 2.30000000e-01 5.10000000e-01)	0	(2.31342778e-01 3.65325591e-01 3.10600993e-01)	(2.70000000e-01 4.90000000e-01 7.10000000e-01)	0
0.194844       	alpha.water    	-8.49534319e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000195e+00	(5.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.2            	p              	-7.66279811e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	1.96107773e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.2            	p_rgh          	-1.43327408e+00	(1.70000000e-01 3.10000000e-01 4.90000000e-01)	0	6.85920049e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.2            	U              	(-6.71020015e-01 -4.70769288e-02 -7.63636541e-01)	(1.50000000e-01 2.30000000e-01 5.10000000e-01)	0	(2.29611308e-02 3.48442939e-01 3.07932912e-01)	(3.00000000e-02 4.50000000e-01 4.90000000e-01)	0
0.2            	alpha.water    	-7.06291232e-06	(3.00000000e-02 4.50000000e-01 5.10000000e-01)	0	1.00000198e+00	(7.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.205556       	p              	-7.69150500e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.96187671e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.205556       	p_rgh          	-1.62975532e+00	(1.50000000e-01 2.90000000e-01 5.50000000e-01)	0	6.85916376e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.205556       	U              	(-4.07971264e-01 -7.01962394e-01 -6.61521697e-01)	(1.70000000e-01 2.30000000e-01 5.10000000e-01)	0	(3.67546489e-01 3.60902052e-01 3.27138133e-01)	(2.90000000e-01 4.50000000e-01 6.90000000e-01)	0
0.205556       	alpha.water    	-8.87901150e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000172e+00	(5.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.211111       	p              	-7.70031243e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.96452002e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.211111       	p_rgh          	-2.45426993e+00	(1.90000000e-01 2.90000000e-01 4.90000000e-01)	0	6.85914157e+03	(0.00000000e+00 6.90000000e-01 5.30000000e-01)	3
0.211111       	U              	(-6.32003905e-01 -2.68486967e-01 -4.82268912e-01)	(1.50000000e-01 2.30000000e-01 5.30000000e-01)	0	(2.50143394e-01 3.55553420e-01 3.46217781e-01)	(2.90000000e-01 4.50000000e-01 7.10000000e-01)	0
0.211111       	alpha.water    	-8.82703484e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000205e+00	(5.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.216667       	p              	-7.68117165e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.97146843e+03	(1.90000000e-01 0.00000000e+00 6.10000000e-01)	0
0.216667       	p_rgh          	-2.24164850e+00	(1.90000000e-01 2.90000000e-01 4.90000000e-01)	0	6.85912412e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.216667       	U              	(-3.44723811e-01 -3.97963939e-01 -8.92462901e-01)	(1.90000000e-01 2.30000000e-01 4.90000000e-01)	0	(1.12396819e+00 5.31370216e-01 2.93383065e-01)	(2.90000000e-01 2.50000000e-01 6.30000000e-01)	0
0.216667       	alpha.water    	-9.84429835e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000177e+00	(5.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.222222       	p              	-7.64542897e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	1.98263385e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.222222       	p_rgh          	-1.79748873e+00	(1.90000000e-01 2.70000000e-01 4.90000000e-01)	0	6.85912398e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.222222       	U              	(-7.74208196e-01 -2.92629217e-01 -4.83389436e-01)	(1.50000000e-01 2.30000000e-01 5.30000000e-01)	0	(2.07745847e+00 5.85355368e-01 3.91652211e-01)	(2.90000000e-01 2.30000000e-01 6.30000000e-01)	0
0.222222       	alpha.water    	-9.92509329e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000221e+00	(5.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.226852       	p              	-7.58544039e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	1.99044728e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.226852       	p_rgh          	-1.51618830e+00	(2.10000000e-01 2.70000000e-01 7.10000000e-01)	0	6.85916617e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.226852       	U              	(-5.54459032e-01 -5.56725530e-01 -4.44345089e-01)	(1.90000000e-01 2.10000000e-01 5.30000000e-01)	0	(1.76874548e+00 6.15663772e-01 3.85221308e-01)	(3.10000000e-01 2.30000000e-01 6.30000000e-01)	0
0.226852       	alpha.water    	-5.01132350e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000194e+00	(7.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.231481       	p              	-7.60674227e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	2.00370208e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.231481       	p_rgh          	-1.78090320e+00	(2.10000000e-01 2.50000000e-01 7.10000000e-01)	0	6.85916172e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.231481       	U              	(-4.42095755e-01 -1.84303459e-01 -1.18883271e+00)	(1.90000000e-01 2.30000000e-01 4.90000000e-01)	0	(2.40829594e+00 5.32208179e-01 3.44510721e-01)	(3.10000000e-01 2.30000000e-01 6.30000000e-01)	0
0.231481       	alpha.water    	-4.81768180e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000195e+00	(7.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.236111       	p              	-7.62831840e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	2.02052416e+03	(2.10000000e-01 0.00000000e+00 6.10000000e-01)	0
0.236111       	p_rgh          	-1.87122354e+00	(2.10000000e-01 2.70000000e-01 7.10000000e-01)	0	6.85916099e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.236111       	U              	(-3.69874447e-01 -5.34180766e-02 -1.41185338e+00)	(1.90000000e-01 2.30000000e-01 4.70000000e-01)	0	(2.12896926e+00 6.84707608e-01 3.61304735e-01)	(3.30000000e-01 2.30000000e-01 6.30000000e-01)	0
0.236111       	alpha.water    	-4.34257325e-06	(3.00000000e-02 4.70000000e-01 5.10000000e-01)	0	1.00000183e+00	(7.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.240741       	p              	-7.64252220e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.04026743e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.240741       	p_rgh          	-1.67600778e+00	(2.10000000e-01 2.50000000e-01 7.10000000e-01)	0	6.85916094e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.240741       	U              	(-6.87897396e-01 -1.26648342e-01 -1.11833435e+00)	(2.10000000e-01 2.30000000e-01 4.90000000e-01)	0	(2.87376742e+00 5.43192497e-01 2.62272623e-01)	(3.30000000e-01 2.30000000e-01 6.30000000e-01)	0
0.240741       	alpha.water    	-4.43619195e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000119e+00	(7.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.24537        	p              	-7.65064771e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.06429577e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.24537        	p_rgh          	-1.90387162e+00	(2.30000000e-01 2.50000000e-01 7.30000000e-01)	0	6.85915648e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.24537        	U              	(-6.70392847e-01 -2.02175782e-01 -8.62031199e-01)	(2.10000000e-01 2.30000000e-01 4.90000000e-01)	0	(2.75617029e+00 7.50930573e-01 2.95314233e-01)	(3.50000000e-01 2.30000000e-01 6.30000000e-01)	0
0.24537        	alpha.water    	-4.68265945e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000106e+00	(7.00000000e-02 5.10000000e-01 6.10000000e-01)	0
0.25           	p              	-7.65777165e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.10076083e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.25           	p_rgh          	-2.30927084e+00	(2.10000000e-01 2.30000000e-01 7.30000000e-01)	0	6.85915440e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.25           	U              	(-3.77946339e-01 -4.61019366e-03 -1.35935779e+00)	(2.10000000e-01 2.30000000e-01 4.50000000e-01)	0	(2.61592362e+00 8.13198476e-01 3.10958497e-01)	(3.70000000e-01 2.30000000e-01 6.30000000e-01)	0
0.25           	alpha.water    	-4.96272937e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000096e+00	(2.70000000e-01 3.00000000e-02 7.70000000e-01)	0
0.254545       	p              	-7.65587603e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.14328632e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.254545       	p_rgh          	-3.04572515e+00	(2.30000000e-01 2.30000000e-01 7.50000000e-01)	0	6.85915347e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.254545       	U              	(-7.21222421e-01 -4.07593537e-01 -1.01270107e+00)	(2.10000000e-01 2.10000000e-01 5.10000000e-01)	0	(2.38718655e+00 7.25755103e-01 3.16247596e-01)	(3.90000000e-01 2.30000000e-01 6.30000000e-01)	0
0.254545       	alpha.water    	-4.98294542e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000089e+00	(2.70000000e-01 3.00000000e-02 7.70000000e-01)	0
0.258678       	p              	-7.63899089e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.18480105e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.258678       	p_rgh          	-3.59077943e+00	(2.50000000e-01 2.30000000e-01 7.50000000e-01)	0	6.85915589e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.258678       	U              	(-3.32090484e-01 -8.80274745e-01 -5.54137021e-01)	(2.10000000e-01 1.90000000e-01 5.30000000e-01)	0	(3.09486526e+00 7.54285446e-01 2.33412200e-01)	(3.90000000e-01 2.30000000e-01 6.30000000e-01)	0
0.258678       	alpha.water    	-4.05461283e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000096e+00	(3.70000000e-01 1.90000000e-01 5.90000000e-01)	0
0.26281        	p              	-7.65136964e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.22576892e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.26281        	p_rgh          	-3.31383910e+00	(2.50000000e-01 2.30000000e-01 7.50000000e-01)	0	6.85914969e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.26281        	U              	(-7.63497430e-01 -6.58208602e-01 -3.62080040e-01)	(1.90000000e-01 2.10000000e-01 5.50000000e-01)	0	(3.27614423e+00 6.26193656e-01 3.09622099e-01)	(3.90000000e-01 2.30000000e-01 6.50000000e-01)	0
0.26281        	alpha.water    	-4.41501907e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000090e+00	(3.10000000e-01 5.00000000e-02 7.30000000e-01)	0
0.266942       	p              	-7.66066509e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.26482507e+03	(2.30000000e-01 0.00000000e+00 6.10000000e-01)	0
0.266942       	p_rgh          	-3.57913730e+00	(1.70000000e-01 2.30000000e-01 5.50000000e-01)	0	6.85914284e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.266942       	U              	(-3.29812735e-01 -6.52441733e-01 -3.41898427e-01)	(2.50000000e-01 2.50000000e-01 4.50000000e-01)	0	(3.08179270e+00 7.64757762e-01 2.76817639e-01)	(3.10000000e-01 2.30000000e-01 6.70000000e-01)	0
0.266942       	alpha.water    	-4.57229043e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000094e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.271074       	p              	-7.66199789e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.30443356e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.271074       	p_rgh          	-5.67479669e+00	(1.70000000e-01 2.30000000e-01 6.10000000e-01)	0	6.85914213e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.271074       	U              	(-5.64567518e-01 -2.24718367e-01 -8.00111990e-01)	(2.10000000e-01 1.90000000e-01 5.10000000e-01)	0	(2.92246409e+00 8.04696301e-01 2.86419606e-01)	(3.10000000e-01 2.30000000e-01 6.70000000e-01)	0
0.271074       	alpha.water    	-4.72586299e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000099e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.275207       	p              	-7.66208776e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.35150217e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.275207       	p_rgh          	-7.46749950e+00	(1.90000000e-01 2.30000000e-01 5.50000000e-01)	0	6.85914115e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.275207       	U              	(-2.58648126e-01 -4.93512796e-01 -7.65553777e-01)	(2.30000000e-01 1.70000000e-01 5.10000000e-01)	0	(2.78225673e+00 7.78543075e-01 3.35949920e-01)	(3.10000000e-01 2.30000000e-01 6.70000000e-01)	0
0.275207       	alpha.water    	-4.89166189e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000096e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.279339       	p              	-7.65982739e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.40581316e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.279339       	p_rgh          	-5.57102929e+00	(1.90000000e-01 2.30000000e-01 5.50000000e-01)	0	6.85913848e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.279339       	U              	(-3.25621568e-01 -6.09583252e-01 -8.22226410e-01)	(2.30000000e-01 1.70000000e-01 5.10000000e-01)	0	(2.67878029e+00 7.26674660e-01 3.94011991e-01)	(3.10000000e-01 2.30000000e-01 6.70000000e-01)	0
0.279339       	alpha.water    	-5.05799349e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000096e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.283471       	p              	-7.65912219e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.45628703e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.283471       	p_rgh          	-1.04424672e+01	(1.90000000e-01 2.10000000e-01 6.50000000e-01)	0	6.85913343e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.283471       	U              	(-3.87649256e-01 -7.34806631e-01 -8.48296353e-01)	(2.30000000e-01 1.70000000e-01 5.10000000e-01)	0	(2.71874328e+00 6.94483866e-01 2.49803933e-01)	(3.10000000e-01 2.30000000e-01 6.50000000e-01)	0
0.283471       	alpha.water    	-5.22416283e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000090e+00	(3.70000000e-01 3.00000000e-02 7.30000000e-01)	0
0.287603       	p              	-7.66296816e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.50564362e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.287603       	p_rgh          	-1.10218207e+01	(1.90000000e-01 2.10000000e-01 6.30000000e-01)	0	6.85912501e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.287603       	U              	(-2.05428777e-01 -4.96263163e-01 -1.01856554e+00)	(2.50000000e-01 1.90000000e-01 4.90000000e-01)	0	(2.65880037e+00 5.86288120e-01 2.92460906e-01)	(3.10000000e-01 2.30000000e-01 6.50000000e-01)	0
0.287603       	alpha.water    	-5.38191949e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000101e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.291736       	p              	-7.66340288e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.54880448e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.291736       	p_rgh          	-9.90095869e+00	(1.90000000e-01 2.10000000e-01 5.90000000e-01)	0	6.85911977e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.291736       	U              	(-1.23022753e-01 -3.34407631e-01 -9.41370517e-01)	(2.50000000e-01 1.70000000e-01 4.90000000e-01)	0	(2.56984500e+00 9.80184529e-01 2.46912179e-01)	(3.30000000e-01 2.30000000e-01 6.50000000e-01)	0
0.291736       	alpha.water    	-5.51969815e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000107e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.295868       	p              	-7.66385565e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.59037068e+03	(2.50000000e-01 0.00000000e+00 6.10000000e-01)	0
0.295868       	p_rgh          	-8.32797667e+00	(1.90000000e-01 2.10000000e-01 6.30000000e-01)	0	6.85911450e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.295868       	U              	(-2.02764235e-01 -4.38051568e-01 -9.79587503e-01)	(2.50000000e-01 1.70000000e-01 4.90000000e-01)	0	(2.50664063e+00 9.12124253e-01 2.75029720e-01)	(3.30000000e-01 2.30000000e-01 6.50000000e-01)	0
0.295868       	alpha.water    	-5.65182732e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000099e+00	(3.90000000e-01 3.00000000e-02 5.70000000e-01)	0
0.3            	p              	-7.65882981e+01	(1.00000000e-02 5.10000000e-01 6.10000000e-01)	0	2.63654146e+03	(2.70000000e-01 0.00000000e+00 6.10000000e-01)	0
0.3            	p_rgh          	-8.46950457e+00	(1.90000000e-01 2.10000000e-01 5.70000000e-01)	0	6.85911147e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
0.3            	U              	(-2.77088496e-01 -5.64551104e-01 -9.80504097e-01)	(2.50000000e-01 1.70000000e-01 4.90000000e-01)	0	(2.42394368e+00 7.79127881e-01 2.87060870e-01)	(3.30000000e-01 2.30000000e-01 6.50000000e-01)	0
0.3            	alpha.water    	-5.74105368e-06	(0.00000000e+00 4.70000000e-01 6.90000000e-01)	0	1.00000143e+00	(4.10000000e-01 9.00000000e-02 5.70000000e-01)	0
0.304545       	p              	-7.68214227e+01	(1.00000000e-02 5.10000000e-01 5.90000000e-01)	0	2.68615249e+03	(2.70000000e-01 0.00000000e+00 6.10000000e-01)	0
0.304545       	p_rgh          	-7.57368407e+00	(1.90000000e-01 2.10000000e-01 6.30000000e-01)	0	6.85909864e+03	(0.00000000e+00 6.90000000e-01 6.70000000e-01)	3
